gender,month,median,stdev,1st,3rd,5th,15th,25th,50th,75th,85th,95th,97th,99th
male,204,175.1609,7.644,157.4,160.8,162.6,167.2,170,175.2,180.3,183.1,187.7,189.5,192.9
male,205,175.2824,7.63,157.5,160.9,162.7,167.4,170.1,175.3,180.4,183.2,187.8,189.6,193
male,206,175.3951,7.6174,157.7,161.1,162.9,167.5,170.3,175.4,180.5,183.3,187.9,189.7,193.1
male,207,175.4995,7.6026,157.8,161.2,163,167.6,170.4,175.5,180.6,183.4,188,189.8,193.2
male,208,175.5959,7.5893,157.9,161.3,163.1,167.7,170.5,175.6,180.7,183.5,188.1,189.9,193.3
male,209,175.685,7.5738,158.1,161.4,163.2,167.8,170.6,175.7,180.8,183.5,188.1,189.9,193.3
male,210,175.7672,7.5597,158.2,161.5,163.3,167.9,170.7,175.8,180.9,183.6,188.2,190,193.4
male,211,175.8432,7.5454,158.3,161.7,163.4,168,170.8,175.8,180.9,183.7,188.3,190,193.4
male,212,175.9133,7.5308,158.4,161.7,163.5,168.1,170.8,175.9,181,183.7,188.3,190.1,193.4
male,213,175.9781,7.516,158.5,161.8,163.6,168.2,170.9,176,181,183.8,188.3,190.1,193.5
male,214,176.038,7.501,158.6,161.9,163.7,168.3,171,176,181.1,183.8,188.4,190.1,193.5
male,215,176.0935,7.4857,158.7,162,163.8,168.3,171,176.1,181.1,183.9,188.4,190.2,193.5
male,216,176.1449,7.4703,158.8,162.1,163.9,168.4,171.1,176.1,181.2,183.9,188.4,190.2,193.5
male,217,176.1925,7.4565,158.8,162.2,163.9,168.5,171.2,176.2,181.2,183.9,188.5,190.2,193.5
male,218,176.2368,7.4407,158.9,162.2,164,168.5,171.2,176.2,181.3,183.9,188.5,190.2,193.5
male,219,176.2779,7.4266,159,162.3,164.1,168.6,171.3,176.3,181.3,184,188.5,190.2,193.6
male,220,176.3162,7.4123,159.1,162.4,164.1,168.6,171.3,176.3,181.3,184,188.5,190.3,193.6
male,221,176.3518,7.398,159.1,162.4,164.2,168.7,171.4,176.4,181.3,184,188.5,190.3,193.6
male,222,176.3851,7.3817,159.2,162.5,164.2,168.7,171.4,176.4,181.4,184,188.5,190.3,193.6
male,223,176.4162,7.3689,159.3,162.6,164.3,168.8,171.4,176.4,181.4,184.1,188.5,190.3,193.6
male,224,176.4453,7.3542,159.3,162.6,164.3,168.8,171.5,176.4,181.4,184.1,188.5,190.3,193.6
male,225,176.4724,7.3395,159.4,162.7,164.4,168.9,171.5,176.5,181.4,184.1,188.5,190.3,193.5
male,226,176.4976,7.3247,159.5,162.7,164.5,168.9,171.6,176.5,181.4,184.1,188.5,190.3,193.5
male,227,176.5211,7.3115,159.5,162.8,164.5,168.9,171.6,176.5,181.5,184.1,188.5,190.3,193.5
male,228,176.5432,7.2983,159.6,162.8,164.5,169,171.6,176.5,181.5,184.1,188.5,190.3,193.5
